#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1D38A239C13B53FC-94220A77A9CE739
#datatype	hitsFull Results
#status	0
#Start time	2020-02-27T14:17:22	Run time	0:00:01:28
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#97 - >tr|A0A523X670|A0A523X670_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_09375 PE=4 SV=1	non-specific	240425	4	195	2.68717e-05	43.2666	PTZ00464	PTZ00464	 - 	cl21588
Q#98 - >tr|A0A5B9DFP8|A0A5B9DFP8_9ARCH Snf7 OS=anaerobic archaeon MK-D1 OX=2594042 GN=DSAG12_03713 PE=4 SV=1	non-specific	308778	23	194	2.48667e-06	45.7026	pfam03357	Snf7	 - 	cl21588
Q#98 - >tr|A0A5B9DFP8|A0A5B9DFP8_9ARCH Snf7 OS=anaerobic archaeon MK-D1 OX=2594042 GN=DSAG12_03713 PE=4 SV=1	superfamily	328813	23	194	2.48667e-06	45.7026	cl21588	Snf7 superfamily	 - 	 - 
Q#99 - >tr|A0A5B9DGK4|A0A5B9DGK4_9ARCH Snf7 OS=anaerobic archaeon MK-D1 OX=2594042 GN=DSAG12_03711 PE=4 SV=1	non-specific	308778	35	195	0.000109098	41.0802	pfam03357	Snf7	 - 	cl21588
Q#99 - >tr|A0A5B9DGK4|A0A5B9DGK4_9ARCH Snf7 OS=anaerobic archaeon MK-D1 OX=2594042 GN=DSAG12_03711 PE=4 SV=1	superfamily	328813	35	195	0.000109098	41.0802	cl21588	Snf7 superfamily	 - 	 - 
Q#100 - >tr|A0A5B9DB92|A0A5B9DB92_9ARCH Snf7 OS=anaerobic archaeon MK-D1 OX=2594042 GN=DSAG12_02101 PE=4 SV=1	non-specific	308778	21	181	1.80995e-08	51.8658	pfam03357	Snf7	 - 	cl21588
Q#100 - >tr|A0A5B9DB92|A0A5B9DB92_9ARCH Snf7 OS=anaerobic archaeon MK-D1 OX=2594042 GN=DSAG12_02101 PE=4 SV=1	superfamily	328813	21	181	1.80995e-08	51.8658	cl21588	Snf7 superfamily	 - 	 - 
Q#101 - >sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	specific	308778	24	198	2.80094e-45	148.166	pfam03357	Snf7	 - 	cl21588
Q#101 - >sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	superfamily	328813	24	198	2.80094e-45	148.166	cl21588	Snf7 superfamily	 - 	 - 
Q#101 - >sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	non-specific	240425	20	213	1.36398e-10	58.6746	PTZ00464	PTZ00464	 - 	cl21588
Q#101 - >sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	non-specific	240422	24	150	7.88603e-07	47.7977	PTZ00446	PTZ00446	 - 	cl21588
Q#102 - >sp|Q9Y3E7|CHMP3_HUMAN Charged multivesicular body protein 3 OS=Homo sapiens OX=9606 GN=CHMP3 PE=1 SV=3	specific	308778	18	187	4.88871e-37	126.98	pfam03357	Snf7	 - 	cl21588
Q#102 - >sp|Q9Y3E7|CHMP3_HUMAN Charged multivesicular body protein 3 OS=Homo sapiens OX=9606 GN=CHMP3 PE=1 SV=3	superfamily	328813	18	187	4.88871e-37	126.98	cl21588	Snf7 superfamily	 - 	 - 
Q#102 - >sp|Q9Y3E7|CHMP3_HUMAN Charged multivesicular body protein 3 OS=Homo sapiens OX=9606 GN=CHMP3 PE=1 SV=3	non-specific	227778	25	153	9.59939e-07	47.4955	COG5491	Did4	C	cl21588
Q#103 - >sp|P39929|SNF7_YEAST Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF7 PE=1 SV=1	specific	308778	21	206	3.30292e-40	135.839	pfam03357	Snf7	 - 	cl21588
Q#103 - >sp|P39929|SNF7_YEAST Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF7 PE=1 SV=1	superfamily	328813	21	206	3.30292e-40	135.839	cl21588	Snf7 superfamily	 - 	 - 
Q#103 - >sp|P39929|SNF7_YEAST Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF7 PE=1 SV=1	non-specific	240425	60	149	5.37795e-09	54.4374	PTZ00464	PTZ00464	NC	cl21588
Q#103 - >sp|P39929|SNF7_YEAST Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF7 PE=1 SV=1	non-specific	240422	14	157	6.67324e-08	50.8793	PTZ00446	PTZ00446	 - 	cl21588
Q#104 - >sp|P36095|VPS24_YEAST Vacuolar protein-sorting-associated protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS24 PE=1 SV=1	specific	227778	26	224	6.13389e-40	135.706	COG5491	Did4	 - 	cl21588
Q#104 - >sp|P36095|VPS24_YEAST Vacuolar protein-sorting-associated protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS24 PE=1 SV=1	superfamily	328813	26	224	6.13389e-40	135.706	cl21588	Snf7 superfamily	 - 	 - 
Q#104 - >sp|P36095|VPS24_YEAST Vacuolar protein-sorting-associated protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS24 PE=1 SV=1	specific	308778	19	189	3.17845e-32	114.653	pfam03357	Snf7	 - 	cl21588
