#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-908EB36647D4949-FEDA17D8FC49BE1
#datatype	hitsStandard Results
#status	0
#Start time	2020-03-13T13:07:40	Run time	0:00:01:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	356535	150	284	8.91118e-41	140.415	cl29659	AAA superfamily	 - 	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	specific	99707	119	285	6.23998e-22	91.0535	cd00009	AAA	 - 	cl21455
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	354812	119	285	6.23998e-22	91.0535	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	non-specific	239145	12	79	7.69149e-17	74.4874	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	351009	12	79	7.69149e-17	74.4874	cl00299	MIT superfamily	 - 	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	specific	214640	148	287	1.82072e-15	72.7913	smart00382	AAA	 - 	cl30760
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	357636	148	287	1.82072e-15	72.7913	cl30760	AAA superfamily	 - 	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	specific	335666	15	79	1.30577e-10	56.3738	pfam04212	MIT	 - 	cl00299
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	non-specific	197854	15	83	1.57137e-10	56.5478	smart00745	MIT	 - 	cl00299
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	specific	223540	100	362	7.80683e-73	234.718	COG0464	SpoVK	N	cl33891
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	223540	100	362	7.80683e-73	234.718	cl33891	SpoVK superfamily	N	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	non-specific	273521	86	377	5.98321e-58	200.518	TIGR01243	CDC48	N	cl36852
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	273521	86	377	5.98321e-58	200.518	cl36852	CDC48 superfamily	N	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	non-specific	179699	104	355	5.40228e-48	166.931	PRK03992	PRK03992	N	cl32052
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	179699	104	355	5.40228e-48	166.931	cl32052	PRK03992 superfamily	N	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	specific	333757	140	274	4.97909e-42	143.496	pfam00004	AAA	 - 	cl29659
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	356535	140	274	4.97909e-42	143.496	cl29659	AAA superfamily	 - 	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	specific	99707	109	275	4.88592e-23	93.7499	cd00009	AAA	 - 	cl21455
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	354812	109	275	4.88592e-23	93.7499	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	non-specific	239145	5	78	2.32906e-16	72.9466	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	351009	5	78	2.32906e-16	72.9466	cl00299	MIT superfamily	 - 	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	specific	214640	137	277	3.598e-15	72.0209	smart00382	AAA	 - 	cl30760
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	357636	137	277	3.598e-15	72.0209	cl30760	AAA superfamily	 - 	 - 
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	specific	335666	7	72	2.09872e-10	55.9886	pfam04212	MIT	 - 	cl00299
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	non-specific	197854	4	74	6.36331e-08	49.229	smart00745	MIT	 - 	cl00299
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	non-specific	224643	14	54	0.00163647	39.7364	COG1729	YbgF	NC	cl34346
Q#16 - >tr|A3DP09|A3DP09_STAMF AAA ATPase, central domain protein OS=Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1) OX=399550 GN=Smar_1278 PE=4 SV=1	superfamily	224643	14	54	0.00163647	39.7364	cl34346	YbgF superfamily	NC	 - 
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	specific	223540	1	367	1.844e-90	280.171	COG0464	SpoVK	N	cl33891
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	superfamily	223540	1	367	1.844e-90	280.171	cl33891	SpoVK superfamily	N	 - 
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	non-specific	179699	94	350	9.53661e-68	218.163	PRK03992	PRK03992	N	cl32052
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	superfamily	179699	94	350	9.53661e-68	218.163	cl32052	PRK03992 superfamily	N	 - 
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	non-specific	273521	93	372	1.37477e-63	215.541	TIGR01243	CDC48	N	cl36852
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	superfamily	273521	93	372	1.37477e-63	215.541	cl36852	CDC48 superfamily	N	 - 
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	specific	333757	137	272	1.44104e-46	155.052	pfam00004	AAA	 - 	cl29659
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	superfamily	356535	137	272	1.44104e-46	155.052	cl29659	AAA superfamily	 - 	 - 
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	specific	239145	6	80	4.68027e-36	125.719	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	superfamily	351009	6	80	4.68027e-36	125.719	cl00299	MIT superfamily	 - 	 - 
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	specific	214640	134	274	1.1077e-15	73.1765	smart00382	AAA	 - 	cl30760
Q#17 - >tr|Q97ZJ7|Q97ZJ7_SACS2 AAA family ATPase, p60 katanin OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=SSO0909 PE=1 SV=1	superfamily	357636	134	274	1.1077e-15	73.1765	cl30760	AAA superfamily	 - 	 - 
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	specific	223540	1	358	3.85039e-88	274.008	COG0464	SpoVK	N	cl33891
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	superfamily	223540	1	358	3.85039e-88	274.008	cl33891	SpoVK superfamily	N	 - 
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	non-specific	273521	91	369	8.4807e-61	207.837	TIGR01243	CDC48	N	cl36852
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	superfamily	273521	91	369	8.4807e-61	207.837	cl36852	CDC48 superfamily	N	 - 
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	non-specific	179699	92	348	2.58403e-59	196.207	PRK03992	PRK03992	N	cl32052
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	superfamily	179699	92	348	2.58403e-59	196.207	cl32052	PRK03992 superfamily	N	 - 
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	specific	333757	135	270	2.12233e-47	156.978	pfam00004	AAA	 - 	cl29659
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	superfamily	356535	135	270	2.12233e-47	156.978	cl29659	AAA superfamily	 - 	 - 
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	specific	239145	6	80	1.2833e-35	124.563	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	superfamily	351009	6	80	1.2833e-35	124.563	cl00299	MIT superfamily	 - 	 - 
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	specific	214640	132	272	1.38302e-14	70.0949	smart00382	AAA	 - 	cl30760
Q#18 - >tr|Q972B3|Q972B3_SULTO Putative ATPase OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=ST1215 PE=4 SV=1	superfamily	357636	132	272	1.38302e-14	70.0949	cl30760	AAA superfamily	 - 	 - 
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	specific	223540	1	367	3.96299e-89	276.705	COG0464	SpoVK	N	cl33891
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	superfamily	223540	1	367	3.96299e-89	276.705	cl33891	SpoVK superfamily	N	 - 
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	non-specific	273521	42	374	1.10495e-62	213.23	TIGR01243	CDC48	N	cl36852
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	superfamily	273521	42	374	1.10495e-62	213.23	cl36852	CDC48 superfamily	N	 - 
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	non-specific	179699	99	353	6.12186e-57	190.429	PRK03992	PRK03992	N	cl32052
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	superfamily	179699	99	353	6.12186e-57	190.429	cl32052	PRK03992 superfamily	N	 - 
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	specific	333757	140	275	6.23265e-48	158.519	pfam00004	AAA	 - 	cl29659
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	superfamily	356535	140	275	6.23265e-48	158.519	cl29659	AAA superfamily	 - 	 - 
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	specific	239145	6	80	3.18983e-36	126.104	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	superfamily	351009	6	80	3.18983e-36	126.104	cl00299	MIT superfamily	 - 	 - 
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	specific	214640	137	277	1.01023e-14	70.4801	smart00382	AAA	 - 	cl30760
Q#19 - >sp|F2Z6D2|CDVC_SULAC Cell division protein C OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=cdvC PE=1 SV=1	superfamily	357636	137	277	1.01023e-14	70.4801	cl30760	AAA superfamily	 - 	 - 
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	specific	223540	1	358	1.49168e-87	272.467	COG0464	SpoVK	N	cl33891
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	superfamily	223540	1	358	1.49168e-87	272.467	cl33891	SpoVK superfamily	N	 - 
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	non-specific	179699	93	360	7.32755e-64	208.148	PRK03992	PRK03992	N	cl32052
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	superfamily	179699	93	360	7.32755e-64	208.148	cl32052	PRK03992 superfamily	N	 - 
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	non-specific	273521	90	369	1.78795e-61	209.763	TIGR01243	CDC48	N	cl36852
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	superfamily	273521	90	369	1.78795e-61	209.763	cl36852	CDC48 superfamily	N	 - 
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	specific	333757	134	269	2.05222e-48	159.675	pfam00004	AAA	 - 	cl29659
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	superfamily	356535	134	269	2.05222e-48	159.675	cl29659	AAA superfamily	 - 	 - 
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	non-specific	239145	6	76	2.24281e-29	108	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	superfamily	351009	6	76	2.24281e-29	108	cl00299	MIT superfamily	 - 	 - 
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	specific	214640	131	271	1.74442e-15	72.7913	smart00382	AAA	 - 	cl30760
Q#20 - >tr|A4YHC5|A4YHC5_METS5 AAA ATPase, central domain protein OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1672 PE=1 SV=1	superfamily	357636	131	271	1.74442e-15	72.7913	cl30760	AAA superfamily	 - 	 - 
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	specific	223540	1	367	1.01984e-91	283.638	COG0464	SpoVK	N	cl33891
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	superfamily	223540	1	367	1.01984e-91	283.638	cl33891	SpoVK superfamily	N	 - 
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	non-specific	179699	94	350	1.4325e-68	220.474	PRK03992	PRK03992	N	cl32052
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	superfamily	179699	94	350	1.4325e-68	220.474	cl32052	PRK03992 superfamily	N	 - 
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	non-specific	273521	93	372	1.68863e-63	215.156	TIGR01243	CDC48	N	cl36852
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	superfamily	273521	93	372	1.68863e-63	215.156	cl36852	CDC48 superfamily	N	 - 
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	specific	333757	137	272	5.67979e-47	155.823	pfam00004	AAA	 - 	cl29659
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	superfamily	356535	137	272	5.67979e-47	155.823	cl29659	AAA superfamily	 - 	 - 
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	specific	239145	6	80	1.76835e-36	126.875	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	superfamily	351009	6	80	1.76835e-36	126.875	cl00299	MIT superfamily	 - 	 - 
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	specific	214640	134	274	1.07534e-15	73.1765	smart00382	AAA	 - 	cl30760
Q#21 - >tr|F0NEW2|F0NEW2_SULIR Cell division protein CdvC, Vps4 like protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1175 PE=3 SV=1	superfamily	357636	134	274	1.07534e-15	73.1765	cl30760	AAA superfamily	 - 	 - 
Q#22 - >tr|A0A2U9IP32|A0A2U9IP32_9CREN AAA family ATPase OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09445 PE=4 SV=1	specific	223540	1	360	5.2291e-90	279.016	COG0464	SpoVK	N	cl33891
Q#22 - >tr|A0A2U9IP32|A0A2U9IP32_9CREN AAA family ATPase OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09445 PE=4 SV=1	superfamily	223540	1	360	5.2291e-90	279.016	cl33891	SpoVK superfamily	N	 - 
Q#22 - >tr|A0A2U9IP32|A0A2U9IP32_9CREN AAA family ATPase OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09445 PE=4 SV=1	non-specific	179699	95	347	3.252e-63	206.607	PRK03992	PRK03992	N	cl32052
